time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2000-06-01T16:02:02.870Z,-7.995,103.121,33,4.2,mb,11,,,0.71,us,usp0009ts6,2014-11-07T01:10:15.875Z,"southwest of Sumatra, Indonesia",earthquake,,,,3,reviewed,us,us
2000-06-01T15:34:25.900Z,-40,174.97,12,3.7,ml,6,,,,us,usp0009ts5,2014-11-07T01:10:15.797Z,"10 km SW of Wanganui, New Zealand",earthquake,,,,,reviewed,wel,wel
2000-06-01T15:07:25.470Z,-6.517,130.183,162.8,4.7,mb,34,,,0.93,us,usp0009ts3,2014-11-07T01:10:15.710Z,"Banda Sea",earthquake,,14.4,,21,reviewed,us,us
2000-06-01T13:46:53.260Z,-8.619,-74.631,33,3.8,mb,6,,,0.96,us,usp0009trz,2014-11-07T01:10:15.685Z,"18 km NNE of Honoria, Peru",earthquake,,,,1,reviewed,us,us
2000-06-01T13:02:05.740Z,4.244,96.419,100,4.3,mb,10,,,1.34,us,usp0009trx,2014-11-07T01:10:15.673Z,"34 km ENE of Meulaboh, Indonesia",earthquake,,,,1,reviewed,us,us
2000-06-01T12:48:39.760Z,-1.188,123.575,79.4,4.6,mb,23,,,1.62,us,usp0009trw,2014-11-07T01:10:15.657Z,"91 km ESE of Luwuk, Indonesia",earthquake,,13.1,,8,reviewed,us,us
2000-06-01T11:31:45.220Z,58.077,-142.712,10,3.3,ml,29,,,0.79,us,usp0009trt,2020-02-20T20:20:31.084Z,"237 km SW of Yakutat, Alaska",earthquake,,,,,reviewed,us,pgc
2000-06-01T11:09:19.000Z,-34.244,-72.259,38.9,4,md,19,,,,us,usp0009trs,2014-11-07T01:10:15.598Z,"93 km WNW of Santa Cruz, Chile",earthquake,,,,,reviewed,guc,guc
2000-06-01T10:11:14.960Z,-33.903,-70.705,81.5,3.3,md,11,,,,us,usp0009trm,2014-11-07T01:10:15.546Z,"11 km SSE of Paine, Chile",earthquake,,,,,reviewed,guc,guc
2000-06-01T06:22:38.430Z,-40.785,174.025,79.7,4.3,ml,14,,,0.59,us,usp0009trf,2014-11-07T01:10:15.456Z,"56 km N of Picton, New Zealand",earthquake,,6.6,,,reviewed,us,wel
2000-06-01T06:05:20.600Z,15.912,-96.719,16.9,3.9,md,5,,,,us,usp0009tre,2014-11-07T01:10:15.449Z,"6 km S of San Bartolomé Loxícha, Mexico",earthquake,,,,,reviewed,unm,unm
2000-06-01T05:51:52.560Z,28.097,129.595,56.8,4.5,mb,14,,,0.93,us,usp0009trd,2014-11-07T01:10:15.437Z,"31 km SSE of Naze, Japan",earthquake,,12.1,,3,reviewed,us,us
2000-06-01T05:41:27.990Z,36.277,26.125,33,3.7,mb,16,,,1.11,us,usp0009trc,2014-11-07T01:10:15.422Z,"36 km SSW of Astypálaia, Greece",earthquake,,,,7,reviewed,us,us
2000-06-01T04:09:51.480Z,41.074,75.754,41.6,4,mb,24,,,0.64,us,usp0009tr9,2014-11-07T01:10:15.387Z,"11 km SSW of At-Bashi, Kyrgyzstan",earthquake,,8.2,,7,reviewed,us,us
2000-06-01T03:35:22.490Z,44.743,149.541,41.9,4.7,mb,98,,,0.8,us,usp0009tr7,2014-11-07T01:10:15.282Z,"141 km ESE of Kuril’sk, Russia",earthquake,,10.4,,60,reviewed,us,us
2000-06-01T03:25:31.390Z,-23.988,-66.884,199.5,4.3,mb,8,,,1.34,us,usp0009tr6,2014-11-07T01:10:15.274Z,"62 km WNW of San Antonio de los Cobres, Argentina",earthquake,,12.5,,1,reviewed,us,us
2000-06-01T02:41:34.510Z,45.505,6.685,10,3.2,md,42,,,0.75,us,usp0009tr3,2014-11-07T01:10:15.177Z,"1 km WSW of Belle-Plagne, France",earthquake,,,,,reviewed,us,ldg
2000-06-01T02:37:25.330Z,39.48,74.376,33,4.4,mb,47,,,1.36,us,usp0009tr2,2014-11-07T01:10:15.126Z,"138 km W of Kashgar, China",earthquake,,,,19,reviewed,us,us
2000-06-01T00:53:16.490Z,40.303,6.377,10,3.1,ml,37,,,0.96,us,usp0009tqz,2014-11-07T01:10:15.019Z,"167 km W of Alghero, Italy",earthquake,,,,,reviewed,us,ldg
2000-06-01T00:44:58.500Z,-34.657,-72.387,25.6,3.9,md,11,,,,us,usp0009tqy,2014-11-07T01:10:15.001Z,"75 km N of Constitución, Chile",earthquake,,,,,reviewed,guc,guc
2000-05-31T23:58:13.640Z,-31.278,-68.633,117.4,3.7,mb,,,,0.99,us,usp0009tqw,2014-11-07T01:10:13.465Z,"20 km NNW of Albardón, Argentina",earthquake,,7.1,,1,reviewed,us,us
2000-05-31T21:57:46.660Z,29.622,138.682,487.1,3.8,mb,,,,0.9,us,usp0009tqm,2014-11-07T01:10:13.450Z,"Izu Islands, Japan region",earthquake,,15.8,,9,reviewed,us,us
2000-05-31T19:31:40.470Z,36.112,22.159,33,3.8,mb,,,,1.26,us,usp0009tqk,2014-11-07T01:10:13.446Z,"74 km W of Kýthira, Greece",earthquake,,,,13,reviewed,us,us
2000-05-31T18:18:06.340Z,17.423,145.872,162.6,4.4,mb,,,,1.03,us,usp0009tqj,2014-11-07T01:10:13.442Z,"244 km N of Saipan, Northern Mariana Islands",earthquake,,,,13,reviewed,us,us
2000-05-31T17:54:13.310Z,-4.72,103.176,33,4.6,mb,,,,0.82,us,usp0009tqg,2014-11-07T01:10:13.436Z,"77 km S of Pagar Alam, Indonesia",earthquake,,,,13,reviewed,us,us
2000-05-31T17:37:09.050Z,22.269,94.622,108.6,4.3,mb,,,,0.64,us,usp0009tqe,2014-11-07T01:10:13.433Z,"55 km WNW of Monywa, Myanmar",earthquake,,8.4,,2,reviewed,us,us
2000-05-31T16:52:02.030Z,38.968,26.787,5,3.5,md,,,,,us,usp0009tqd,2014-11-07T01:10:13.432Z,"13 km WNW of Çandarl?, Turkey",earthquake,,,,,reviewed,isk,isk
2000-05-31T16:38:48.220Z,10.48,-60.933,30,3.3,md,,,,,us,usp0009tqc,2014-11-07T01:10:13.430Z,"24 km ESE of Sangre Grande, Trinidad and Tobago",earthquake,,,,,reviewed,trn,trn
2000-05-31T16:28:07.850Z,51.691,104.937,10,5,mwc,,,,0.83,us,usp0009tqb,2016-11-09T22:39:00.566Z,"18 km SSE of Listvyanka, Russia",earthquake,,,,,reviewed,us,hrv
2000-05-31T16:26:27.200Z,7.682,126.691,67.3,5,mb,,,,1.03,us,usp0009tqa,2014-11-07T01:10:13.404Z,"15 km E of Kinablangan, Philippines",earthquake,,6.7,,25,reviewed,us,us
2000-05-31T16:25:57.470Z,19.848,120.819,33,4.4,mb,,,,1.24,us,usp0009tq9,2014-11-07T01:10:13.402Z,"137 km WSW of Basco, Philippines",earthquake,,,,2,reviewed,us,us
2000-05-31T12:43:08.760Z,42.116,65.169,33,4.3,mb,,,,0.85,us,usp0009tq6,2014-11-07T01:10:13.397Z,"178 km NNW of Nurota, Uzbekistan",earthquake,,,,5,reviewed,us,us
2000-05-31T07:51:52.170Z,7.365,-34.618,10,4.6,mb,,,,0.8,us,usp0009tq1,2014-11-07T01:10:13.385Z,"central Mid-Atlantic Ridge",earthquake,,,,24,reviewed,us,us
2000-05-31T07:46:06.700Z,44.804,7.16,10.3,3.6,ml,,,,,us,usp0009tq0,2014-11-07T01:10:13.376Z,"0 km S of Villar Pellice, Italy",earthquake,,,,,reviewed,gen,gen
2000-05-31T07:18:49.240Z,36.473,71.001,210.2,4,mb,,,,1.01,us,usp0009tpz,2014-11-07T01:10:13.373Z,"45 km SSE of Jurm, Afghanistan",earthquake,,11,,4,reviewed,us,us
2000-05-31T06:13:24.870Z,-32.353,-71.543,29.7,3.9,md,,,,,us,usp0009tpy,2014-11-07T01:10:13.370Z,"31 km WNW of La Ligua, Chile",earthquake,,,,,reviewed,guc,guc
2000-05-31T04:36:05.180Z,-0.205,124.437,54,4.7,mb,,,,1.19,us,usp0009tpu,2014-11-07T01:10:13.358Z,"173 km SSW of Tomohon, Indonesia",earthquake,,11.6,,18,reviewed,us,us
2000-05-31T03:23:39.470Z,-6.735,128.605,268,4.6,mb,,,,0.96,us,usp0009tpt,2014-11-07T01:10:13.352Z,"265 km NE of Lospalos, Timor Leste",earthquake,,5.3,,26,reviewed,us,us
2000-05-31T03:15:08.330Z,32.003,-116.336,5.583,3.18,ml,0,267.1,0.6731,0.241,ci,ci9152468,2016-04-01T21:31:46.109Z,"31km ENE of Ensenada, B.C., MX",earthquake,,,,140,reviewed,ci,ci
2000-05-31T02:16:35.000Z,-41.31,174.49,18,3.5,ml,,,,,us,usp0009tpp,2014-11-07T01:10:13.344Z,"22 km W of Brooklyn, New Zealand",earthquake,,,,,reviewed,wel,wel
2000-05-30T23:38:35.530Z,16.476,-60.954,36.1,3.1,md,,,,,us,usp0009tph,2014-11-07T01:10:13.335Z,"22 km NE of Beauséjour, Guadeloupe",earthquake,,,,,reviewed,fdf,trn
2000-05-30T23:17:28.350Z,3.355,126.751,33,4.3,mb,,,,1.01,us,usp0009tpg,2014-11-07T01:10:13.334Z,"227 km NW of Tobelo, Indonesia",earthquake,,,,2,reviewed,us,us
2000-05-30T23:17:01.610Z,-0.584,123.742,33,4.4,mb,,,,0.8,us,usp0009tpf,2014-11-07T01:10:13.331Z,"113 km ENE of Luwuk, Indonesia",earthquake,,,,2,reviewed,us,us
2000-05-30T22:56:41.030Z,4.816,126.078,135.1,4.5,mb,,,,0.94,us,usp0009tpe,2014-11-07T01:10:13.329Z,"94 km SE of Sarangani, Philippines",earthquake,,8,,3,reviewed,us,us
2000-05-30T22:49:56.390Z,22.068,125.743,30.4,4.7,mb,,,,0.92,us,usp0009tpd,2014-11-07T01:10:13.325Z,"299 km SSE of Ishigaki, Japan",earthquake,,,,18,reviewed,us,us
2000-05-30T19:58:50.490Z,52.925,160.445,48.2,3.9,mb,,,,1.01,us,usp0009tp8,2014-11-07T01:10:13.315Z,"121 km E of Petropavlovsk-Kamchatsky, Russia",earthquake,,9,,3,reviewed,us,us
2000-05-30T19:42:33.090Z,36.524,71.536,106.5,4.9,mwc,,,,0.94,us,usp0009tp7,2016-11-09T22:38:30.418Z,"17 km S of Ashk?sham, Afghanistan",earthquake,,,,,reviewed,us,hrv
2000-05-30T18:24:09.130Z,-7.554,108.666,231.1,4.5,mb,,,,1.32,us,usp0009tp5,2014-11-07T01:10:13.026Z,"15 km WSW of Sidareja, Indonesia",earthquake,,25.2,,8,reviewed,us,us
2000-05-30T18:04:00.400Z,-17.15,167.326,33,4.5,mb,,,,0.99,us,usp0009tp4,2014-11-07T01:10:12.932Z,"116 km S of Lakatoro, Vanuatu",earthquake,,,,5,reviewed,us,us
2000-05-30T16:16:27.200Z,35.044,26.897,33,4,mb,,,,1.49,us,usp0009tp1,2014-11-07T01:10:12.901Z,"41 km S of Fry, Greece",earthquake,,,,5,reviewed,us,us
2000-05-30T16:12:50.340Z,52.763,160.46,50.2,4.5,mb,,,,1.32,us,usp0009tp0,2014-11-07T01:10:12.863Z,"125 km ESE of Petropavlovsk-Kamchatsky, Russia",earthquake,,6.5,,20,reviewed,us,us
2000-05-30T15:43:24.500Z,16.031,-98.382,5,3.9,md,,,,,us,usp0009tnz,2014-11-07T01:10:12.830Z,"30 km SW of Corralero, Mexico",earthquake,,,,,reviewed,unm,unm
2000-05-30T14:27:47.580Z,37.083,141.198,49.3,4.5,mb,,,,0.97,us,usp0009tnw,2014-11-07T01:10:12.575Z,"28 km E of Iwaki, Japan",earthquake,,,,6,reviewed,us,us
2000-05-30T13:43:48.030Z,36.001,21.981,33,3.8,mb,,,,0.93,us,usp0009tnv,2014-11-07T01:10:12.573Z,"88 km S of Koróni, Greece",earthquake,,,,1,reviewed,us,us
2000-05-30T13:29:17.920Z,5.673,-77.404,33,4,mb,,,,1.31,us,usp0009tnu,2014-11-07T01:10:12.571Z,"15 km WSW of Nuquí, Colombia",earthquake,,,,4,reviewed,us,us
2000-05-30T12:30:55.000Z,-42.98,176.34,33,4.2,ml,,,,,us,usp0009tnt,2014-11-07T01:10:12.569Z,"186 km SSE of Waipawa, New Zealand",earthquake,,,,,reviewed,wel,wel
2000-05-30T11:34:00.320Z,-6.519,129.936,33,4.3,mb,,,,1.32,us,usp0009tns,2014-11-07T01:10:12.568Z,"Banda Sea",earthquake,,,,1,reviewed,us,us
2000-05-30T11:13:40.360Z,-17.786,-178.779,609.6,4.8,mb,,,,0.7,us,usp0009tnr,2014-11-07T01:10:12.546Z,"204 km E of Levuka, Fiji",earthquake,,5.9,,58,reviewed,us,us
2000-05-30T11:06:45.690Z,42.218,-107.596,5,3.1,mb,,,,0.77,us,usp0009tnq,2014-11-07T01:10:12.542Z,"4 km SW of Bairoil, Wyoming",earthquake,,,,1,reviewed,us,us
2000-05-30T10:36:33.760Z,-22.283,-179.503,500,4.4,mb,,,,1.06,us,usp0009tnn,2014-11-07T01:10:12.538Z,"south of the Fiji Islands",earthquake,,,,3,reviewed,us,us
2000-05-30T10:12:10.060Z,6.923,91.524,33,4.5,mb,,,,1.16,us,usp0009tnm,2014-11-07T01:10:12.513Z,"Nicobar Islands, India region",earthquake,,,,7,reviewed,us,us
2000-05-30T08:28:00.750Z,-34.275,-70.017,3.5,3.3,md,,,,,us,usp0009tnj,2014-11-07T01:10:12.345Z,"59 km E of Machalí, Chile",earthquake,,,,,reviewed,guc,guc
2000-05-30T08:17:43.480Z,40.642,34.644,10,4,mb,,,,1.52,us,usp0009tnh,2014-11-07T01:10:12.309Z,"17 km SE of ?skilip, Turkey",earthquake,,,,1,reviewed,us,us
2000-05-30T08:15:19.050Z,-33.028,-72.018,8.3,3.4,md,,,,,us,usp0009tng,2014-11-07T01:10:12.307Z,"36 km W of Valparaíso, Chile",earthquake,,,,,reviewed,guc,guc
2000-05-30T06:39:00.230Z,-63.622,172.741,10,5.9,mwb,,,,1.04,us,usp0009tnd,2016-11-09T22:38:29.909Z,"Balleny Islands region",earthquake,,,,,reviewed,us,us
2000-05-30T05:18:45.620Z,-36.158,52.576,10,4.4,mb,,,,1.2,us,usp0009tnc,2014-11-07T01:10:12.264Z,"Southwest Indian Ridge",earthquake,,,,4,reviewed,us,us
2000-05-30T03:50:07.100Z,-40.19,174.97,11,3.5,ml,,,,,us,usp0009tna,2014-11-07T01:10:12.261Z,"29 km SSW of Wanganui, New Zealand",earthquake,,,,,reviewed,wel,wel
2000-05-30T03:13:42.340Z,36.495,70.444,211.9,4.5,mb,,,,1.02,us,usp0009tn9,2014-11-07T01:10:12.258Z,"53 km E of Farkh?r, Afghanistan",earthquake,,10.4,,4,reviewed,us,us
2000-05-30T02:11:02.790Z,19.326,-155.2245,6.862,3.9,md,33,129,,0.12,hv,hv1288523,2020-03-31T20:38:15.340Z,"12 km S of Volcano, Hawaii",earthquake,0.44,0.52,,,reviewed,hv,hv
2000-05-30T00:47:10.210Z,-3.772,101.887,33,4.6,mb,,,,0.87,us,usp0009tn5,2014-11-07T01:10:12.250Z,"42 km W of Bengkulu, Indonesia",earthquake,,,,4,reviewed,us,us
2000-05-29T23:21:33.970Z,39.3501667,-123.0405,5.81,3.09,ml,56,49,0.1685,0.11,nc,nc21100895,2016-12-31T12:17:07.430Z,"6 km ENE of Potter Valley, California",earthquake,0.15,0.52,,7,reviewed,nc,nc
2000-05-29T23:20:00.340Z,0.284,119.753,59,4.5,mb,,,,0.74,us,usp0009tn0,2014-11-07T01:10:12.242Z,"132 km N of Palu, Indonesia",earthquake,,,,11,reviewed,us,us
2000-05-29T22:04:46.480Z,15.353,-92.896,103.6,4,md,,,,0.48,us,usp0009tmz,2014-11-07T01:10:12.240Z,"8 km S of Mapastepec, Mexico",earthquake,,15.9,,,reviewed,us,unm
2000-05-29T21:59:30.900Z,15.224,-93.139,30.9,4.3,md,,,,,us,usp0009tmy,2014-11-07T01:10:12.239Z,"25 km S of La Esperanza (El Zapotal), Mexico",earthquake,,,,,reviewed,unm,unm
2000-05-29T21:03:23.310Z,27.723,130.854,33,4.4,mb,,,,0.87,us,usp0009tmv,2014-11-07T01:10:12.232Z,"152 km ESE of Naze, Japan",earthquake,,,,10,reviewed,us,us
2000-05-29T20:13:43.700Z,-57.84,-25.286,33,4,mb,,,,0.97,us,usp0009tmt,2014-11-07T01:10:12.229Z,"",earthquake,,,,5,reviewed,us,us
2000-05-29T19:00:27.200Z,16.21,-98.523,5,3.8,md,,,,,us,usp0009tmp,2014-11-07T01:10:12.223Z,"16 km SSW of Santiago Tepextla, Mexico",earthquake,,,,,reviewed,unm,unm
2000-05-29T18:45:34.890Z,10.698,-62.383,96,3.4,md,,,,,us,usp0009tmn,2014-11-07T01:10:12.222Z,"16 km NW of Güiria, Venezuela",earthquake,,,,,reviewed,trn,trn
2000-05-29T18:14:55.100Z,14.899,-92.34,96.5,4.2,md,,,,,us,usp0009tmm,2014-11-07T01:10:12.221Z,"1 km SW of Viva México, Mexico",earthquake,,,,,reviewed,unm,unm
2000-05-29T17:26:12.100Z,50.277,-176.403,33,3.9,mb,,,,0.89,us,usp0009tmh,2020-02-20T20:15:08.845Z,"178 km S of Adak, Alaska",earthquake,,,,1,reviewed,us,us
2000-05-29T17:21:30.080Z,29.195,139.33,428.1,4.6,mb,,,,0.85,us,usp0009tmg,2014-11-07T01:10:12.212Z,"Izu Islands, Japan region",earthquake,,13.1,,1,reviewed,us,us
2000-05-29T17:03:23.350Z,-29.135,-13.764,10,4.4,mb,,,,1.28,us,usp0009tme,2014-11-07T01:10:12.208Z,"southern Mid-Atlantic Ridge",earthquake,,,,5,reviewed,us,us
2000-05-29T16:38:07.210Z,-17.05,66.858,33,4.4,mb,,,,1.2,us,usp0009tmd,2014-11-07T01:10:12.207Z,"Mauritius - Reunion region",earthquake,,,,1,reviewed,us,us
2000-05-29T15:55:27.780Z,-55.987,-24.262,33,4.2,mb,,,,0.4,us,usp0009tmc,2014-11-07T01:10:12.206Z,"South Sandwich Islands region",earthquake,,,,2,reviewed,us,us
2000-05-29T15:46:19.200Z,19.772,-104.669,33.3,4.2,md,,,,,us,usp0009tmb,2014-11-07T01:10:12.205Z,"9 km NW of Purificación, Mexico",earthquake,,,,,reviewed,unm,unm
2000-05-29T15:06:14.900Z,-32.174,-69.927,138,3.5,mb,,,,,us,usp0009tma,2014-11-07T01:10:12.202Z,"96 km NE of Los Andes, Chile",earthquake,,,,1,reviewed,guc,us
2000-05-29T14:56:37.440Z,-55.89,-27.312,100,3.9,mb,,,,0.56,us,usp0009tm9,2014-11-07T01:10:12.201Z,"South Sandwich Islands region",earthquake,,,,2,reviewed,us,us
2000-05-29T13:23:54.880Z,36.317,138.269,181.8,4.3,mb,,,,0.88,us,usp0009tm8,2014-11-07T01:10:12.198Z,"0 km WSW of Kamimaruko, Japan",earthquake,,4.8,,7,reviewed,us,us
2000-05-29T13:11:26.700Z,-5.983,151.963,33,4,mb,,,,1.07,us,usp0009tm7,2014-11-07T01:10:12.197Z,"184 km S of Kokopo, Papua New Guinea",earthquake,,,,2,reviewed,us,us
2000-05-29T11:48:11.000Z,2.687,128.755,213.9,4.7,mb,,,,0.95,us,usp0009tm5,2014-11-07T01:10:12.193Z,"134 km NE of Tobelo, Indonesia",earthquake,,12.4,,9,reviewed,us,us
2000-05-29T11:02:48.360Z,2.579,126.664,44.1,4.1,mb,,,,1.2,us,usp0009tm4,2014-11-07T01:10:12.192Z,"176 km WNW of Tobelo, Indonesia",earthquake,,23.8,,2,reviewed,us,us
2000-05-29T08:11:34.620Z,-31.734,-71.842,23.6,4.3,md,,,,,us,usp0009tm2,2014-11-07T01:10:12.188Z,"64 km W of Illapel, Chile",earthquake,,,,,reviewed,guc,guc
2000-05-29T06:48:03.800Z,33.401,142.468,33,4.7,mb,,,,1.21,us,usp0009tm1,2014-11-07T01:10:12.186Z,"277 km SE of Katsuura, Japan",earthquake,,,,2,reviewed,us,us
2000-05-29T06:32:44.200Z,42.58,1.04,10,3.6,ml,,,,,us,usp0009tm0,2014-11-07T01:10:12.182Z,"3 km W of Espot, Spain",earthquake,,,,,reviewed,str,str
2000-05-29T06:01:59.280Z,0.019,119.936,33,4.7,mb,,,,0.77,us,usp0009tkz,2014-11-07T01:10:12.178Z,"102 km N of Palu, Indonesia",earthquake,,,,14,reviewed,us,us
2000-05-29T05:42:11.500Z,16.137,-98.006,5,3.8,md,,,,,us,usp0009tky,2014-11-07T01:10:12.176Z,"5 km SW of Santa María Chico Ometepec, Mexico",earthquake,,,,,reviewed,unm,unm
2000-05-29T05:01:06.300Z,17.271,-98.45,80.7,4,md,,,,,us,usp0009tkx,2014-11-07T01:10:12.174Z,"5 km NNW of San Rafael, Mexico",earthquake,,,,,reviewed,unm,unm
2000-05-29T04:22:49.666Z,55.9017,-161.3884,177.1,3.1,ml,,,,0.44,ak,ak0006w54m2u,2020-02-20T20:15:28.907Z,"15 km SW of Nelson Lagoon, Alaska",earthquake,,8.9,,,reviewed,ak,ak
2000-05-29T03:36:31.690Z,54.484,-161.896,58.9,3.6,mb,,,,1.39,us,usp0009tku,2020-02-20T20:15:29.239Z,"69 km SSE of King Cove, Alaska",earthquake,,15,,2,reviewed,us,us
2000-05-29T03:06:10.550Z,30.759,86.984,33,4.4,mb,,,,1.3,us,usp0009tks,2014-11-07T01:10:12.164Z,"232 km NE of Saga, China",earthquake,,,,7,reviewed,us,us
2000-05-29T03:00:27.130Z,22.744,143.04,33,3.6,mb,,,,1.3,us,usp0009tkr,2014-11-07T01:10:12.162Z,"Volcano Islands, Japan region",earthquake,,,,1,reviewed,us,us
2000-05-29T02:58:18.180Z,-1.224,97.497,33,4.6,mb,,,,0.59,us,usp0009tkq,2014-11-07T01:10:12.160Z,"299 km WSW of Pariaman, Indonesia",earthquake,,,,5,reviewed,us,us
2000-05-29T02:30:55.040Z,-33.417,-68.504,10,4.3,md,,,,0.8,us,usp0009tkn,2014-11-07T01:10:12.156Z,"37 km S of San Martín, Argentina",earthquake,,,,,reviewed,us,guc
2000-05-29T02:14:01.860Z,30.944,87.111,33,4.1,mb,,,,1.45,us,usp0009tkm,2014-11-07T01:10:12.154Z,"253 km NW of Rikaze, China",earthquake,,,,5,reviewed,us,us
2000-05-28T23:40:09.480Z,12.518,142.56,52.9,4.6,mb,,,,0.96,us,usp0009tkj,2014-11-07T01:10:12.149Z,"243 km WSW of Merizo Village, Guam",earthquake,,14.6,,11,reviewed,us,us
2000-05-28T21:00:54.590Z,-15.238,167.38,140.4,4.6,mb,,,,0.99,us,usp0009tkh,2014-11-07T01:10:12.141Z,"38 km NE of Luganville, Vanuatu",earthquake,,,,16,reviewed,us,us
2000-05-28T20:56:26.610Z,-15.271,-173.51,78.8,5,mb,,,,0.63,us,usp0009tkg,2014-11-07T01:10:12.132Z,"81 km NNE of Hihifo, Tonga",earthquake,,,,46,reviewed,us,us
2000-05-28T18:59:05.400Z,36.023,21.97,33,3.7,mb,,,,0.79,us,usp0009tkc,2014-11-07T01:10:12.126Z,"85 km S of Koróni, Greece",earthquake,,,,1,reviewed,us,us
2000-05-28T18:57:39.160Z,-2.877,141.89,10,4.5,mb,,,,0.72,us,usp0009tkb,2014-11-07T01:10:12.124Z,"58 km WNW of Aitape, Papua New Guinea",earthquake,,,,9,reviewed,us,us
2000-05-28T14:52:01.130Z,33.743,74.711,59.2,4,mb,,,,0.74,us,usp0009tk8,2014-11-07T01:10:12.119Z,"11 km WNW of Shup?yan, India",earthquake,,18.2,,1,reviewed,us,us
2000-05-28T13:54:58.340Z,-6.878,130.24,53.9,4.7,mb,,,,0.87,us,usp0009tk7,2014-11-07T01:10:12.116Z,"Banda Sea",earthquake,,20.4,,6,reviewed,us,us
2000-05-28T12:26:33.400Z,35.68,-1.526,10,3.1,mblg,,,,,us,usp0009tk6,2014-11-07T01:10:12.112Z,"44 km NNW of Beni Saf, Algeria",earthquake,,,,,reviewed,mdd,mdd
2000-05-28T11:32:07.000Z,33.81,-87.82,5,3,mlg,,,,,se,se604617,2016-04-13T18:58:39.260Z,"13 km S of Winfield, Alabama",earthquake,,,,,reviewed,se,se
2000-05-28T11:22:24.730Z,46.88,10.466,10,3.2,ml,,,,1,us,usp0009tk4,2014-11-07T01:10:12.108Z,"2 km WSW of Nauders, Austria",earthquake,,,,,reviewed,us,fur
2000-05-28T11:21:33.450Z,34.732,85.604,33,4,mb,,,,1.2,us,usp0009tk3,2014-11-07T01:10:12.105Z,"western Xizang",earthquake,,,,2,reviewed,us,us
2000-05-28T08:46:56.090Z,-24.026,-66.679,185.2,4.4,mb,,,,0.76,us,usp0009tjy,2014-11-07T01:10:12.096Z,"42 km WNW of San Antonio de los Cobres, Argentina",earthquake,,22.3,,4,reviewed,us,us
2000-05-28T08:36:21.770Z,-17.868,-178.568,577,4.3,mb,,,,0.93,us,usp0009tjx,2014-11-07T01:10:12.087Z,"225 km E of Levuka, Fiji",earthquake,,15.6,,37,reviewed,us,us
2000-05-28T06:26:20.320Z,-1.262,123.263,55.3,4.7,mb,,,,1.57,us,usp0009tjv,2014-11-07T01:10:12.080Z,"63 km ESE of Luwuk, Indonesia",earthquake,,12.8,,15,reviewed,us,us
2000-05-28T05:28:12.500Z,-34.071,-70.098,6.6,3.7,md,,,,,us,usp0009tju,2014-11-07T01:10:12.077Z,"52 km ENE of Machalí, Chile",earthquake,,,,,reviewed,guc,guc
