time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2000-12-13T08:20:56.838Z,63.9286,-150.2051,14.3,3.5,ml,,,,0.92,ak,ak000fznwneb,2020-02-20T20:33:35.219Z,"54 km W of Ferry, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2000-12-13T08:09:03.990Z,36.148,-5.571,71.6,4.3,mb,108,,,0.96,us,usp000a602,2014-11-07T01:11:43.669Z,"8 km WSW of Los Barrios, Spain",earthquake,,4.2,,4,reviewed,us,us
2000-12-13T07:42:37.370Z,-18.316,-69.729,119.2,4.5,mb,16,,,1.56,us,usp000a600,2014-11-07T01:11:43.665Z,"62 km ENE of Arica, Chile",earthquake,,,,1,reviewed,us,us
2000-12-13T07:39:59.860Z,37.992,27.776,10,3.6,md,8,,,0.88,us,usp000a5zz,2014-11-07T01:11:43.663Z,"11 km SSE of Tire, Turkey",earthquake,,,,,reviewed,us,ath
2000-12-13T06:46:11.080Z,-6.246,153.105,33,5.4,mb,64,,,0.82,us,usp000a5zy,2014-11-07T01:11:43.652Z,"229 km SSE of Kokopo, Papua New Guinea",earthquake,,,,17,reviewed,us,us
2000-12-13T06:29:38.060Z,-6.262,153.135,33,4.7,mb,26,,,0.83,us,usp000a5zx,2014-11-07T01:11:43.649Z,"232 km SSE of Kokopo, Papua New Guinea",earthquake,,,,10,reviewed,us,us
2000-12-13T06:10:22.620Z,-3.095,148.331,33,5.7,mwc,50,,,0.95,us,usp000a5zw,2016-11-10T00:11:32.525Z,"166 km SE of Lorengau, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-12-13T05:10:15.620Z,-7.079,154.725,33,4.1,mb,9,,,0.75,us,usp000a5zu,2014-11-07T01:11:43.636Z,"119 km SW of Panguna, Papua New Guinea",earthquake,,,,1,reviewed,us,us
2000-12-13T05:08:03.400Z,36.05,22.36,5,3.2,md,4,,,,us,usp000a5zt,2014-11-07T01:11:43.635Z,"57 km W of Kýthira, Greece",earthquake,,,,,reviewed,ath,ath
2000-12-13T04:44:22.530Z,47.968,86.123,40.3,4.9,mb,39,,,0.94,us,usp000a5zs,2020-04-16T18:07:14.848Z,"109 km ENE of Zaysan, Kazakhstan",earthquake,,,,18,reviewed,us,us
2000-12-13T03:13:02.400Z,17.82,-100.159,78,4,md,13,,,,us,usp000a5zq,2014-11-07T01:11:43.624Z,"19 km W of Tlacotepec, Mexico",earthquake,,,,,reviewed,unm,unm
2000-12-13T02:29:00.890Z,17.861,-104.989,33,4.3,mb,29,,,1,us,usp000a5zp,2014-11-07T01:11:43.622Z,"152 km SW of Cuyutlán, Mexico",earthquake,,,,9,reviewed,us,us
2000-12-13T02:21:46.860Z,-6.942,154.689,33,3.9,mb,14,,,0.83,us,usp000a5zn,2014-11-07T01:11:43.620Z,"111 km SW of Panguna, Papua New Guinea",earthquake,,,,1,reviewed,us,us
2000-12-13T02:15:57.990Z,-9.951,120.138,87.1,4.3,mb,10,,,1.03,us,usp000a5zm,2014-11-07T01:11:43.618Z,"35 km SSW of Waingapu, Indonesia",earthquake,,20.2,,1,reviewed,us,us
2000-12-13T02:09:33.100Z,34.66,24.92,35,3.5,md,5,,,,us,usp000a5zk,2014-11-07T01:11:43.617Z,"43 km S of Moíres, Greece",earthquake,,,,,reviewed,ath,ath
2000-12-13T01:15:23.900Z,-33.733,-70.491,90.3,3,md,6,,,,us,usp000a5zg,2014-11-07T01:11:43.612Z,"15 km SSE of Puente Alto, Chile",earthquake,,,,,reviewed,guc,guc
2000-12-13T01:14:41.860Z,52.966,142.689,10,4.1,mb,10,,,1.24,us,usp000a5zf,2014-11-07T01:11:43.611Z,"50 km SSW of Tungor, Russia",earthquake,,,,3,reviewed,us,us
2000-12-13T00:26:13.650Z,-4.755,152.992,33,4.6,mb,26,,,0.99,us,usp000a5ze,2014-11-07T01:11:43.608Z,"92 km ESE of Kokopo, Papua New Guinea",earthquake,,,,8,reviewed,us,us
2000-12-12T23:27:10.010Z,-24.277,-179.889,500,4.3,mb,12,,,0.81,us,usp000a5zd,2014-11-07T01:11:43.606Z,"south of the Fiji Islands",earthquake,,,,2,reviewed,us,us
2000-12-12T22:14:51.690Z,-16.852,-173.393,72,4.6,mb,20,,,1.2,us,usp000a5zb,2014-11-07T01:11:43.599Z,"108 km SSE of Hihifo, Tonga",earthquake,,,,3,reviewed,us,us
2000-12-12T22:08:11.420Z,36.8656667,-121.6005,7.062,3.32,ml,78,53,0.01982,0.09,nc,nc21138668,2016-12-31T23:46:53.530Z,"4 km SE of Aromas, California",earthquake,0.15,0.27,,12,reviewed,nc,nc
2000-12-12T21:54:09.670Z,44.969,142.419,273.6,4.2,mb,24,,,1.08,us,usp000a5z9,2014-11-07T01:11:43.594Z,"64 km SE of Makubetsu, Japan",earthquake,,8.7,,9,reviewed,us,us
2000-12-12T21:36:00.500Z,-34.085,-70.039,4.1,3.5,md,9,,,,us,usp000a5z6,2014-11-07T01:11:43.589Z,"57 km E of Machalí, Chile",earthquake,,,,,reviewed,guc,guc
2000-12-12T21:25:28.780Z,37.486,-118.8378333,5.18,3.22,ml,37,83,0.1261,0.03,nc,nc21138660,2018-04-24T22:35:43.125Z,"13 km SW of Aspen Springs, California",earthquake,0.29,1.15,,2,reviewed,nc,nc
2000-12-12T21:19:18.170Z,-54.275,158.415,10,3.7,mb,11,,,0.87,us,usp000a5z2,2014-11-07T01:11:43.580Z,"Macquarie Island region",earthquake,,,,2,reviewed,us,us
2000-12-12T20:56:54.750Z,-31.217,-70.363,33,4,md,11,,,1.06,us,usp000a5z1,2014-11-07T01:11:43.577Z,"81 km SE of Monte Patria, Chile",earthquake,,,,,reviewed,us,guc
2000-12-12T20:32:56.690Z,24.15,122.485,48,5.4,mwc,123,,,1.11,us,usp000a5z0,2016-11-10T00:11:05.896Z,"62 km SW of Yonakuni, Japan",earthquake,,7.8,,,reviewed,us,hrv
2000-12-12T20:01:34.160Z,36.5846667,-121.1046667,6.812,3.08,md,71,36,0.05315,0.09,nc,nc21138633,2016-12-31T23:46:04.970Z,"26 km NE of Soledad, California",earthquake,0.11,0.31,0.1,151,reviewed,nc,nc
2000-12-12T18:53:48.700Z,-34.722,-70.876,100.6,3.6,md,12,,,,us,usp000a5yv,2014-11-07T01:11:43.442Z,"15 km E of Chimbarongo, Chile",earthquake,,,,,reviewed,guc,guc
2000-12-12T18:52:03.691Z,51.3735,-176.0623,19.9,3.1,ml,,,,0.32,ak,ak000fy6idrl,2020-02-20T20:33:36.818Z,"68 km SE of Adak, Alaska",earthquake,,22,,,reviewed,ak,ak
2000-12-12T16:12:09.750Z,-6.153,149.287,33,4.1,mb,11,,,1.49,us,usp000a5yt,2014-11-07T01:11:43.438Z,"29 km WNW of Kandrian, Papua New Guinea",earthquake,,,,3,reviewed,us,us
2000-12-12T15:58:01.400Z,-38.92,177.7,34,3.4,ml,7,,,,us,usp000a5ys,2014-11-07T01:11:43.437Z,"31 km ENE of Wairoa, New Zealand",earthquake,,,,,reviewed,wel,wel
2000-12-12T15:57:01.580Z,-4.965,153.385,33,4.7,mb,45,,,1.04,us,usp000a5yr,2014-11-07T01:11:43.419Z,"141 km ESE of Kokopo, Papua New Guinea",earthquake,,,,11,reviewed,us,us
2000-12-12T15:21:31.700Z,-39.12,177.41,12,3.5,ml,7,,,,us,usp000a5yq,2014-11-07T01:11:43.418Z,"10 km SSE of Wairoa, New Zealand",earthquake,,,,,reviewed,wel,wel
2000-12-12T15:21:28.140Z,-16.943,-174.429,33,4.7,mb,59,,,0.79,us,usp000a5yp,2014-11-07T01:11:43.412Z,"128 km SSW of Hihifo, Tonga",earthquake,,,,25,reviewed,us,us
2000-12-12T12:16:40.980Z,54.212,-165.892,119.5,3.7,mb,13,,,1.22,us,usp000a5yk,2020-02-20T20:33:41.395Z,"11 km NW of Akutan, Alaska",earthquake,,10,,2,reviewed,us,us
2000-12-12T11:24:28.600Z,-39.235,177.506,33,4.5,ml,30,,,1.28,us,usp000a5yj,2014-11-07T01:11:43.405Z,"25 km SSE of Wairoa, New Zealand",earthquake,,,,,reviewed,us,wel
2000-12-12T10:22:12.230Z,10.87,-62.456,100,3.8,md,12,,,0.68,us,usp000a5yf,2014-11-07T01:11:43.400Z,"36 km NNW of Güiria, Venezuela",earthquake,,,,,reviewed,us,trn
2000-12-12T10:04:06.900Z,-31.686,-70.29,142.2,3.4,md,8,,,,us,usp000a5ye,2014-11-07T01:11:43.398Z,"64 km E of Salamanca, Chile",earthquake,,,,,reviewed,guc,guc
2000-12-12T10:03:39.190Z,45.981,151.826,91.3,4.2,mb,26,,,0.83,us,usp000a5yd,2014-11-07T01:11:43.396Z,"Kuril Islands",earthquake,,15.5,,4,reviewed,us,us
2000-12-12T09:57:24.880Z,19.197,-67.157,35.7,3.2,md,5,,,,us,usp000a5yc,2014-11-07T01:11:43.395Z,"78 km N of San Antonio, Puerto Rico",earthquake,,,,,reviewed,rspr,rspr
2000-12-12T08:17:12.930Z,-31.638,-67.83,33,4,md,16,,,0.98,us,usp000a5ya,2014-11-07T01:11:43.391Z,"42 km E of Caucete, Argentina",earthquake,,,,,reviewed,us,guc
2000-12-12T07:58:08.670Z,39.482,25.985,10,3.8,md,11,,,0.84,us,usp000a5y9,2014-11-07T01:11:43.389Z,"20 km NW of Míthymna, Greece",earthquake,,,,,reviewed,us,ath
2000-12-12T07:53:43.820Z,37.284,70.085,33,3.9,mb,14,,,1.48,us,usp000a5y8,2014-11-07T01:11:43.388Z,"28 km NE of Rust?q, Afghanistan",earthquake,,,,2,reviewed,us,us
2000-12-12T07:22:51.650Z,19.429,-67.156,71.1,3.6,md,8,,,,us,usp000a5y7,2014-11-07T01:11:43.386Z,"103 km N of Isabela, Puerto Rico",earthquake,,,,,reviewed,rspr,rspr
2000-12-12T07:13:17.650Z,-26.596,-107.524,10,4.4,mb,9,,,0.69,us,usp000a5y6,2014-11-07T01:11:43.385Z,"198 km ENE of Hanga Roa, Chile",earthquake,,,,3,reviewed,us,us
2000-12-12T06:52:35.670Z,37.421,70.063,33,4.6,mb,36,,,1.17,us,usp000a5y5,2014-11-07T01:11:43.381Z,"38 km SE of Chubek, Tajikistan",earthquake,,,,15,reviewed,us,us
2000-12-12T06:49:26.450Z,37.288,70.196,33,4.7,mb,36,,,1.32,us,usp000a5y4,2014-11-07T01:11:43.378Z,"37 km ENE of Rust?q, Afghanistan",earthquake,,,,16,reviewed,us,us
2000-12-12T06:47:37.780Z,-41.055,-90.782,10,4.9,mb,22,,,1.13,us,usp000a5y3,2014-11-07T01:11:43.375Z,"southeast of Easter Island",earthquake,,,,2,reviewed,us,us
2000-12-12T05:36:02.990Z,18.937,-67.227,23.7,3.1,md,5,,,,us,usp000a5y2,2014-11-07T01:11:43.374Z,"51 km NNW of San Antonio, Puerto Rico",earthquake,,,,,reviewed,rspr,rspr
2000-12-12T05:33:37.900Z,39.27,27.97,5,3.9,md,5,,,,us,usp000a5y1,2014-11-07T01:11:43.372Z,"18 km W of S?nd?rg?, Turkey",earthquake,,,,,reviewed,ath,ath
2000-12-12T05:26:45.940Z,6.015,-82.679,10,6.1,mwc,374,,,1.09,us,usp000a5y0,2016-11-10T00:54:46.864Z,"224 km S of Punta de Burica, Panama",earthquake,,,,,reviewed,us,hrv
2000-12-12T05:09:36.800Z,38.8283333,-122.762,0.654,3.01,ml,53,48,0.03243,0.06,nc,nc21138526,2016-12-31T23:43:58.620Z,"3 km WNW of Cobb, California",earthquake,0.1,0.34,,8,reviewed,nc,nc
2000-12-12T03:31:28.540Z,-17.376,167.545,33,4.3,mb,17,,,1.2,us,usp000a5xy,2014-11-07T01:11:43.332Z,"90 km WNW of Port-Vila, Vanuatu",earthquake,,,,6,reviewed,us,us
2000-12-12T03:30:23.730Z,-16.211,-173.806,33,4.9,mb,70,,,1.07,us,usp000a5xx,2014-11-07T01:11:43.324Z,"28 km S of Hihifo, Tonga",earthquake,,,,18,reviewed,us,us
2000-12-12T03:19:28.340Z,19.347,-67.07,26,3.3,md,6,,,,us,usp000a5xw,2014-11-07T01:11:43.323Z,"93 km N of Isabela, Puerto Rico",earthquake,,,,,reviewed,rspr,rspr
2000-12-12T03:12:10.610Z,-7.715,-75.46,33,4.5,mb,32,,,1.24,us,usp000a5xv,2014-11-07T01:11:43.319Z,"64 km SW of Contamana, Peru",earthquake,,,,14,reviewed,us,us
2000-12-12T02:35:48.520Z,-29.43,-72.701,33,4,md,24,,,0.87,us,usp000a5xu,2014-11-07T01:11:43.316Z,"143 km WNW of Coquimbo, Chile",earthquake,,,,,reviewed,us,guc
2000-12-12T02:26:35.140Z,-17.154,-70.196,124.8,4.5,mb,63,,,1.2,us,usp000a5xt,2014-11-07T01:11:43.310Z,"13 km NNE of Candarave, Peru",earthquake,,,,31,reviewed,us,us
2000-12-12T01:43:45.680Z,19.326,-67.288,41.6,3.5,md,8,,,,us,usp000a5xs,2014-11-07T01:11:43.309Z,"94 km NNW of San Antonio, Puerto Rico",earthquake,,,,,reviewed,rspr,rspr
2000-12-12T01:24:50.170Z,19.283,-67.166,22.6,3.2,md,6,,,,us,usp000a5xr,2014-11-07T01:11:43.307Z,"87 km N of San Antonio, Puerto Rico",earthquake,,,,,reviewed,rspr,rspr
2000-12-12T01:14:14.170Z,-30.87,-71.169,10,4,md,18,,,1.38,us,usp000a5xp,2014-11-07T01:11:43.304Z,"28 km SW of Monte Patria, Chile",earthquake,,,,,reviewed,us,guc
2000-12-12T00:47:42.410Z,0.454,98.962,33,4.7,mb,10,,,0.93,us,usp000a5xm,2014-11-07T01:11:43.301Z,"107 km SSW of Padangsidempuan, Indonesia",earthquake,,,,1,reviewed,us,us
2000-12-12T00:30:21.610Z,13.005,144.556,33,4.5,mb,17,,,1.09,us,usp000a5xk,2014-11-07T01:11:43.299Z,"31 km SSW of Merizo Village, Guam",earthquake,,,,5,reviewed,us,us
2000-12-11T23:43:53.485Z,59.829,-153.5898,128.7,3.2,ml,,,,0.78,ak,ak000fwlwdp0,2020-02-20T20:33:46.741Z,"29 km E of Pedro Bay, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2000-12-11T23:11:16.250Z,8.657,126.665,33,4.3,mb,11,,,1.09,us,usp000a5xg,2014-11-07T01:11:43.293Z,"43 km ESE of Marihatag, Philippines",earthquake,,,,1,reviewed,us,us
2000-12-11T21:16:23.370Z,-14.914,167.31,147.6,4.9,mb,44,,,0.95,us,usp000a5xe,2014-11-07T01:11:43.287Z,"29 km ENE of Port-Olry, Vanuatu",earthquake,,,,4,reviewed,us,us
2000-12-11T20:12:03.110Z,33.451,138.213,312.1,3.8,mb,15,,,0.87,us,usp000a5x9,2014-11-07T01:11:43.278Z,"127 km S of ?yama, Japan",earthquake,,7.3,,1,reviewed,us,us
2000-12-11T19:30:13.430Z,-20.933,-177.738,550,4,mb,7,,,1.17,us,usp000a5x6,2014-11-07T01:11:43.270Z,"263 km W of Haveluloto, Tonga",earthquake,,,,1,reviewed,us,us
2000-12-11T19:21:39.380Z,-28.777,-71.772,10,4.1,md,9,,,1.07,us,usp000a5x5,2014-11-07T01:11:43.268Z,"101 km WSW of Vallenar, Chile",earthquake,,,,,reviewed,us,guc
2000-12-11T19:15:22.160Z,19.36,-67.197,54.8,3.2,md,5,,,,us,usp000a5x4,2014-11-07T01:11:43.267Z,"96 km N of San Antonio, Puerto Rico",earthquake,,,,,reviewed,rspr,rspr
2000-12-11T19:02:15.090Z,19.289,-67.274,55,3.2,md,7,,,,us,usp000a5x2,2014-11-07T01:11:43.264Z,"90 km NNW of San Antonio, Puerto Rico",earthquake,,,,,reviewed,rspr,rspr
2000-12-11T18:54:07.490Z,19.091,-67.093,52.6,5.5,mwc,239,,,0.94,us,usp000a5x1,2016-11-10T00:10:38.967Z,"65 km N of Isabela, Puerto Rico",earthquake,,4.5,,,reviewed,us,hrv
2000-12-11T18:26:41.250Z,-30.608,-178.117,33,4.9,mb,24,,,1.42,us,usp000a5x0,2014-11-07T01:11:43.239Z,"Kermadec Islands, New Zealand",earthquake,,,,6,reviewed,us,us
2000-12-11T18:04:27.920Z,34.009,-116.698,11.128,3.39,ml,0,19.4,0.0997,0.15,ci,ci9170603,2016-04-01T21:32:32.239Z,"12km WSW of Morongo Valley, CA",earthquake,,0.215,,302,reviewed,ci,ci
2000-12-11T17:52:10.530Z,36.463,4.78,10,4.4,mb,96,,,1.15,us,usp000a5wy,2014-11-07T01:11:43.229Z,"12 km SE of Seddouk, Algeria",earthquake,,,,4,reviewed,us,us
2000-12-11T17:38:48.800Z,-32.088,-71.931,15.3,3.5,md,8,,,,us,usp000a5wx,2014-11-07T01:11:43.227Z,"77 km WNW of La Ligua, Chile",earthquake,,,,,reviewed,guc,guc
2000-12-11T17:19:52.550Z,43.246,-126.576,10,3.3,mb,45,,,0.83,us,usp000a5ww,2014-11-07T01:11:43.223Z,"176 km W of Langlois, Oregon",earthquake,,,,1,reviewed,us,us
2000-12-11T17:07:32.710Z,-55.91,-28.06,113.5,5.7,mb,91,,,0.89,us,usp000a5wv,2014-11-07T01:11:43.213Z,"South Sandwich Islands region",earthquake,,4,,7,reviewed,us,us
2000-12-11T13:11:15.840Z,44.016,10.195,10,3.3,ml,42,,,0.65,us,usp000a5wp,2014-11-07T01:11:43.198Z,"1 km ESE of San Vito-Cerreto, Italy",earthquake,,,,,reviewed,us,ldg
2000-12-11T12:58:47.160Z,-29.896,-176.808,51.8,5.2,mb,80,,,0.93,us,usp000a5wn,2014-11-07T01:11:43.186Z,"Kermadec Islands region",earthquake,,,,24,reviewed,us,us
2000-12-11T12:07:48.150Z,52.88,160.778,33,4.3,mb,45,,,1.12,us,usp000a5wk,2014-11-07T01:11:43.166Z,"144 km E of Petropavlovsk-Kamchatsky, Russia",earthquake,,,,20,reviewed,us,us
2000-12-11T10:10:23.950Z,-5.058,153.072,33,3.8,mb,6,,,1.35,us,usp000a5wg,2014-11-07T01:11:43.163Z,"119 km SE of Kokopo, Papua New Guinea",earthquake,,,,1,reviewed,us,us
2000-12-11T10:04:20.180Z,10.088,122.592,33,4.7,mb,29,,,0.85,us,usp000a5wf,2014-11-07T01:11:43.159Z,"12 km NNE of Tuyum, Philippines",earthquake,,,,10,reviewed,us,us
2000-12-11T09:10:00.530Z,19.135,145.018,381.4,3.8,mb,17,,,1.02,us,usp000a5wd,2014-11-07T01:11:43.156Z,"Maug Islands region, Northern Mariana Islands",earthquake,,14.8,,1,reviewed,us,us
2000-12-11T08:55:46.920Z,51.61,-175.26,33,4.6,mb,69,,,1.1,us,usp000a5wc,2020-02-20T20:33:44.695Z,"97 km SW of Atka, Alaska",earthquake,,,,26,reviewed,us,us
2000-12-11T07:36:27.570Z,25.776,99.178,33,4.6,mb,15,,,1.23,us,usp000a5w8,2014-11-07T01:11:43.143Z,"105 km WNW of Dali, China",earthquake,,,,3,reviewed,us,us
2000-12-11T07:15:37.800Z,-34.836,-72.755,0.8,3.8,md,13,,,,us,usp000a5w7,2014-11-07T01:11:43.141Z,"63 km NNW of Constitución, Chile",earthquake,,,,,reviewed,guc,guc
2000-12-11T06:40:29.840Z,-3.551,140.108,33,4.2,mb,9,,,1.52,us,usp000a5w4,2014-11-07T01:11:43.135Z,"120 km SSW of Abepura, Indonesia",earthquake,,,,1,reviewed,us,us
2000-12-11T06:09:38.353Z,60.6789,-149.8993,37.4,3,ml,,,,0.86,ak,ak000fwbkowb,2020-02-20T20:33:48.891Z,"21 km N of Cooper Landing, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2000-12-11T05:49:11.240Z,-19.79,-177.971,600,3.8,mb,8,,,0.14,us,usp000a5w2,2014-11-07T01:11:43.132Z,"Fiji region",earthquake,,,,1,reviewed,us,us
2000-12-11T05:46:17.600Z,-41.55,174.28,11,3.5,ml,15,,,,us,usp000a5w1,2014-11-07T01:11:43.130Z,"27 km E of Blenheim, New Zealand",earthquake,,,,,reviewed,wel,wel
2000-12-11T05:40:39.000Z,-41.55,174.28,11,3.8,ml,14,,,,us,usp000a5w0,2014-11-07T01:11:43.128Z,"27 km E of Blenheim, New Zealand",earthquake,,,,,reviewed,wel,wel
2000-12-11T05:39:27.770Z,4.654,95.91,135.4,4.6,mb,43,,,0.89,us,usp000a5vz,2014-11-07T01:11:43.124Z,"61 km NNW of Meulaboh, Indonesia",earthquake,,20.1,,19,reviewed,us,us
2000-12-11T05:08:57.110Z,22.483,143.446,33,3.3,mb,9,,,1,us,usp000a5vx,2014-11-07T01:11:43.122Z,"Volcano Islands, Japan region",earthquake,,,,1,reviewed,us,us
2000-12-11T04:42:46.380Z,-15.569,168.097,33,5.3,mb,49,,,1.03,us,usp000a5vw,2014-11-07T01:11:43.116Z,"92 km NE of Norsup, Vanuatu",earthquake,,,,13,reviewed,us,us
2000-12-11T04:15:26.220Z,36.997,73.011,74.8,4,mb,12,,,1.12,us,usp000a5vv,2014-11-07T01:11:43.115Z,"61 km E of Khand?d, Afghanistan",earthquake,,16.5,,2,reviewed,us,us
2000-12-11T03:58:02.570Z,-5.201,102.933,33,4.6,mb,7,,,0.38,us,usp000a5vu,2014-11-07T01:11:43.113Z,"134 km SSW of Pagar Alam, Indonesia",earthquake,,,,2,reviewed,us,us
2000-12-11T03:42:27.510Z,17.669,-104.95,33,3.8,mb,13,,,0.92,us,usp000a5vt,2014-11-07T01:11:43.111Z,"166 km SW of Cuyutlán, Mexico",earthquake,,,,2,reviewed,us,us
2000-12-11T00:24:11.960Z,-5.871,151.847,33,4.7,mb,25,,,0.97,us,usp000a5vm,2014-11-07T01:11:43.101Z,"175 km SSW of Kokopo, Papua New Guinea",earthquake,,,,8,reviewed,us,us
2000-12-10T23:26:44.950Z,-5.903,151.888,33,5.2,mb,38,,,1.2,us,usp000a5vg,2014-11-07T01:11:43.090Z,"177 km SSW of Kokopo, Papua New Guinea",earthquake,,,,14,reviewed,us,us
2000-12-10T22:42:45.810Z,51.637,16.263,5,3.4,ml,15,,,0.75,us,usp000a5vf,2014-11-07T01:11:43.087Z,"7 km ENE of Gr?bocice, Poland",earthquake,,,,,reviewed,us,vie
2000-12-10T21:50:21.000Z,-32.103,-71.662,0,3.3,md,9,,,,us,usp000a5ve,2014-11-07T01:11:43.085Z,"56 km NW of La Ligua, Chile",earthquake,,,,,reviewed,guc,guc
2000-12-10T21:08:03.210Z,51.523,16.105,5,3.2,ml,10,,,0.41,us,usp000a5vc,2014-11-07T01:11:43.081Z,"3 km NE of Polkowice, Poland",earthquake,,,,,reviewed,us,vie
2000-12-10T20:50:22.040Z,-31.63,-179.746,250,4.3,mb,29,,,1.01,us,usp000a5vb,2014-11-07T01:11:43.077Z,"Kermadec Islands region",earthquake,,,,4,reviewed,us,us
2000-12-10T20:26:14.000Z,51.589,16.162,5,3.3,ml,19,,,0.62,us,usp000a5v9,2014-11-07T01:11:43.071Z,"1 km SSW of Gr?bocice, Poland",earthquake,,,,,reviewed,us,vie
2000-12-10T20:00:18.680Z,23.13,120.071,10,3.7,mb,5,,,0.64,us,usp000a5v8,2014-11-07T01:11:43.070Z,"21 km NW of Tainan, Taiwan",earthquake,,,,3,reviewed,us,us
2000-12-10T19:32:52.140Z,51.403,-178.276,33,3.6,mb,5,,,0.4,us,usp000a5v5,2020-02-20T20:33:50.458Z,"125 km WSW of Adak, Alaska",earthquake,,,,2,reviewed,us,us
2000-12-10T19:30:43.720Z,23.033,120.299,17.9,4.7,ms,41,,,0.91,us,usp000a5v4,2014-11-07T01:11:43.060Z,"9 km ENE of Tainan, Taiwan",earthquake,,,,4,reviewed,us,us
2000-12-10T18:58:36.560Z,0.05,127.38,150,5.7,mwc,129,,,1,us,usp000a5v3,2020-09-18T18:01:35.670Z,"78 km SSW of Sofifi, Indonesia",earthquake,,,,,reviewed,us,hrv
2000-12-10T18:27:09.150Z,34.09,-116.425,6.866,3.18,ml,0,29.5,0.03625,0.209,ci,ci9170521,2016-04-02T11:06:54.853Z,"3km SSE of Yucca Valley, CA",earthquake,,0.406,,241,reviewed,ci,ci
2000-12-10T18:25:15.200Z,34.87,24.73,35,3.6,md,7,,,,us,usp000a5v0,2014-11-07T01:11:43.041Z,"22 km S of Tympáki, Greece",earthquake,,,,,reviewed,ath,ath
2000-12-10T18:11:25.220Z,-5.261,152.791,33,3.9,mb,9,,,1.05,us,usp000a5uy,2014-11-07T01:11:43.038Z,"116 km SSE of Kokopo, Papua New Guinea",earthquake,,,,1,reviewed,us,us
2000-12-10T17:20:14.740Z,39.721,54.654,13.8,4.5,mb,87,,,0.82,us,usp000a5uw,2014-11-07T01:11:43.028Z,"33 km NE of Balkanabat, Turkmenistan",earthquake,,5,,45,reviewed,us,us
2000-12-10T16:36:47.200Z,38.38,21.78,5,3.2,ml,17,,,,us,usp000a5uu,2014-11-07T01:11:43.025Z,"4 km WSW of Náfpaktos, Greece",earthquake,,,,,reviewed,ath,ath
2000-12-10T16:23:57.100Z,36.499,71.444,125,3.9,mb,14,,,1.19,us,usp000a5ur,2014-11-07T01:11:42.936Z,"21 km SSW of Ashk?sham, Afghanistan",earthquake,,16.2,,4,reviewed,us,us
2000-12-10T15:52:02.160Z,-13.838,66.06,10,4.7,mb,31,,,0.75,us,usp000a5uq,2014-11-07T01:11:42.847Z,"Mid-Indian Ridge",earthquake,,,,8,reviewed,us,us
2000-12-10T14:59:53.630Z,56.533,121.851,33,4.3,mb,11,,,1.16,us,usp000a5uk,2014-11-07T01:11:42.599Z,"171 km W of Neryungri, Russia",earthquake,,,,1,reviewed,us,us
2000-12-10T14:55:10.350Z,3.98,126.744,33,4.6,mb,12,,,1.2,us,usp000a5uj,2014-11-07T01:11:42.578Z,"212 km SE of Sarangani, Philippines",earthquake,,,,3,reviewed,us,us
2000-12-10T14:41:10.400Z,37.47,71.932,132.3,4.1,mb,20,,,0.93,us,usp000a5uh,2014-11-07T01:11:42.456Z,"33 km E of Khorugh, Tajikistan",earthquake,,11.5,,2,reviewed,us,us
2000-12-10T14:37:00.940Z,-31.442,-69.541,100,3.2,md,11,,,0.67,us,usp000a5ug,2014-11-07T01:11:42.408Z,"16 km SW of Calingasta, Argentina",earthquake,,,,,reviewed,us,guc
2000-12-10T14:31:48.900Z,37.87,27.73,5,3.5,md,4,,,,us,usp000a5uf,2014-11-07T01:11:42.407Z,"2 km NNE of ?ncirliova, Turkey",earthquake,,,,,reviewed,ath,ath
2000-12-10T13:43:40.590Z,-17.633,167.587,33,4.4,mb,21,,,1.08,us,usp000a5ue,2014-11-07T01:11:42.402Z,"77 km W of Port-Vila, Vanuatu",earthquake,,,,5,reviewed,us,us
2000-12-10T13:30:34.830Z,19.083,121.187,33,5.5,mwc,136,,,1.06,us,usp000a5uc,2020-09-18T18:01:27.565Z,"52 km N of Namuac, Philippines",earthquake,,,,,reviewed,us,hrv
2000-12-10T12:55:20.780Z,44.223,81.369,33,5.2,mb,172,,,0.91,us,usp000a5ua,2014-11-07T01:11:42.296Z,"44 km ENE of Huocheng, China",earthquake,,,,91,reviewed,us,us
2000-12-10T12:54:16.530Z,10.602,125.886,33,4.8,mb,35,,,0.82,us,usp000a5u9,2014-11-07T01:11:42.164Z,"37 km S of Sulangan, Philippines",earthquake,,,,10,reviewed,us,us
2000-12-10T12:43:46.310Z,43.039,146.802,53.4,4.5,mb,48,,,0.76,us,usp000a5u8,2014-11-07T01:11:42.160Z,"84 km S of Shikotan, Russia",earthquake,,6.9,,17,reviewed,us,us
2000-12-10T12:35:42.130Z,40.3283333,-120.4983333,-1.892,3.35,md,59,176,0.2712,0.24,nc,nc21138196,2018-04-24T22:35:37.760Z,"4 km NNE of Janesville, California",earthquake,0.58,1.37,0.11,74,reviewed,nc,nc
