,latitude,longitude,depth,mag,id,country,day,month,year,timestamp
56974,-0.445,96.91,33.0,4.7,usp000ce3t,None,29,11,2003,1070075855620000000
57016,51.168,177.859,33.0,4.3,usp000ce0j,None,27,11,2003,1069936742060000000
57357,51.5092,178.6432,9.8,3.0,ak003ew6b0r8,United States,20,11,2003,1069361182285000000
57464,51.43600000000001,177.614,33.0,4.3,usp000cdcr,None,19,11,2003,1069216793310000000
57529,51.31100000000001,177.989,33.0,4.6,usp000cd9w,None,18,11,2003,1069148857520000000
57531,51.066,178.88,33.0,5.0,usp000cd9t,None,18,11,2003,1069147300920000000
57570,51.641999999999996,178.423,33.0,3.5,usp000cd8j,United States,18,11,2003,1069129181600000000
57596,50.886,179.358,27.6,3.5,usp000cd7j,None,17,11,2003,1069111288690000000
57648,50.7911,178.6026,83.3,3.3,ak003er4lxel,None,17,11,2003,1069082889891000000
57998,-30.358,-179.095,33.0,4.5,usp000ccp0,None,12,11,2003,1068608796360000000
58519,-25.531,179.645,486.0,4.2,usp000cbpt,None,31,10,2003,1067569551160000000
58755,-57.018,-25.691999999999997,33.0,4.4,usp000cb9d,None,25,10,2003,1067108298860000000
59623,-22.831999999999997,171.179,33.0,4.6,usp000c9r1,None,6,10,2003,1065404654190000000
59631,37.483000000000004,72.0,100.0,3.6,usp000c9qq,Tajikistan,5,10,2003,1065396398480000000
59644,-22.076,172.243,33.0,4.6,usp000c9q4,None,5,10,2003,1065384992260000000
60154,50.193999999999996,87.84899999999999,10.0,4.1,usp000c8wn,Russia,28,9,2003,1064714840940000000
60158,-42.515,84.20200000000001,10.0,4.9,usp000c8wf,None,28,9,2003,1064710087620000000
60903,16.345,-98.94200000000001,16.3,4.4,usp000c7ak,None,12,9,2003,1063336269600000000
60929,-19.160999999999998,-177.338,600.0,4.2,usp000c79e,None,11,9,2003,1063302860410000000
61321,43.146,15.228,10.0,3.8,usp000c6k2,Croatia,2,9,2003,1062537446100000000
62071,-1.228,69.53,10.0,4.5,usp000c59y,None,18,8,2003,1061230323670000000
62075,-7.872000000000001,68.00399999999999,10.0,4.5,usp000c59s,None,18,8,2003,1061228460830000000
62522,-20.2,-69.74,68.8,5.0,usp000c4ky,Chile,11,8,2003,1060561599810000000
62527,-51.388999999999996,139.629,10.0,4.5,usp000c4kr,None,10,8,2003,1060558139510000000
62832,-60.369,-43.989,10.0,4.0,usp000c42s,None,4,8,2003,1059988243510000000
62855,-60.464,-43.934,10.0,4.6,usp000c41v,None,4,8,2003,1059976535140000000
62856,-60.37,-42.975,10.0,4.6,usp000c41u,None,4,8,2003,1059975733330000000
62983,2.955,128.47899999999998,33.0,4.3,usp000c3uz,None,1,8,2003,1059750247690000000
63003,-32.36,-177.967,33.0,4.9,usp000c3tq,None,1,8,2003,1059698763420000000
63042,-23.796,-179.988,600.0,4.2,usp000c3rd,None,30,7,2003,1059593412660000000
63897,22.209,143.089,169.2,4.5,usp000c29j,None,12,7,2003,1057999309910000000
63913,-42.056000000000004,88.155,10.0,5.3,usp000c28y,None,12,7,2003,1057983278260000000
64245,18.805999999999997,-99.09700000000001,3.9,3.5,usp000c1qn,Mexico,5,7,2003,1057409707100000000
64369,-20.154,173.00099999999998,33.0,4.9,usp000c1gz,None,3,7,2003,1057190909430000000
64498,37.57,20.84,15.0,3.1,usp000c19b,Greece,29,6,2003,1056923705300000000
65729,36.8788333,-88.9958333,2.5,4.0,nm605194,United States,6,6,2003,1054902574210000000
65737,-0.721,-16.086,10.0,5.0,usp000bz6j,None,6,6,2003,1054882784260000000
66154,34.049,89.38,10.0,4.2,usp000cwqd,China,31,5,2004,1085988575590000000
66394,-56.782,147.266,10.0,5.3,usp000cwbd,None,27,5,2004,1085624336820000000
66405,-33.351,-72.264,36.1,3.8,usp000cwaw,None,26,5,2004,1085610817700000000
66419,-52.663999999999994,18.614,10.0,5.2,usp000cwab,None,26,5,2004,1085601157990000000
66872,-34.434,58.778999999999996,10.0,4.6,usp000cvkd,None,19,5,2004,1084989518680000000
67355,-38.423,178.146,36.0,4.6,usp000cut5,New Zealand,12,5,2004,1084324872400000000
67365,25.519000000000002,142.696,40.0,3.9,usp000cusr,None,11,5,2004,1084313529560000000
67483,22.208000000000002,144.202,50.0,4.4,usp000cuja,None,9,5,2004,1084111982490000000
67707,-58.181999999999995,-11.385,10.0,5.9,usp000cu70,None,5,5,2004,1083733072630000000
67709,-24.078000000000003,-176.59400000000002,10.0,4.5,usp000cu6y,None,5,5,2004,1083729599990000000
67835,45.567,148.339,123.1,4.5,usp000cu0d,Russia,2,5,2004,1083506865260000000
68193,-55.552,-124.32799999999999,10.0,4.2,usp000ctee,None,26,4,2004,1082940647630000000
68270,21.693,143.0,310.2,4.7,usp000ctam,None,24,4,2004,1082832317870000000
68319,42.995,17.777,11.0,3.7,usp000ct88,Bosnia and Herzegovina,24,4,2004,1082767136520000000
68737,-36.374,-97.086,10.0,4.6,usp000csjq,None,15,4,2004,1082050152940000000
69098,-33.426,-178.74599999999998,10.0,4.5,usp000cryv,None,8,4,2004,1081395890790000000
69106,-26.928,-176.801,30.0,4.9,usp000cryj,None,8,4,2004,1081390532220000000
69163,-22.063000000000002,-179.84400000000002,654.3,4.3,usp000crv3,None,6,4,2004,1081269240780000000
69536,49.818000000000005,-28.926,10.0,4.4,usp000cr6k,None,29,3,2004,1080549633980000000
69539,34.9,-4.154,0.0,3.7,usp000cr6f,Morocco,29,3,2004,1080541409600000000
69542,-7.59,119.419,35.0,4.8,usp000cr65,Indonesia,29,3,2004,1080528614520000000
69543,33.973,89.18,12.0,4.7,usp000cr5x,China,29,3,2004,1080522435410000000
69562,-24.749000000000002,-178.972,348.7,4.6,usp000cr4y,None,28,3,2004,1080495453520000000
69949,-22.811,171.576,72.4,4.0,usp000cqgq,None,21,3,2004,1079841317690000000
69961,-14.392999999999999,167.24400000000003,167.8,4.6,usp000cqg5,Vanuatu,20,3,2004,1079821325350000000
69962,-23.646,-177.233,43.4,5.0,usp000cqg3,None,20,3,2004,1079820210100000000
69969,31.324,139.262,235.9,4.4,usp000cqfq,None,20,3,2004,1079811600630000000
69970,20.169,95.99799999999999,40.5,4.4,usp000cqfp,Myanmar,20,3,2004,1079811573820000000
69989,-23.877,-176.019,43.5,4.5,usp000cqew,None,20,3,2004,1079778798530000000
70024,-17.27,-178.752,508.1,4.3,usp000cqd7,Fiji,19,3,2004,1079728941560000000
70038,39.0,22.573,10.0,3.3,usp000cqcn,Greece,19,3,2004,1079717712060000000
70079,32.354,-40.166,10.0,5.4,usp000cqa5,None,18,3,2004,1079651382950000000
70434,-30.61,-71.867,30.5,4.8,usp000cpqy,Chile,12,3,2004,1079083661530000000
70438,19.516,-65.069,25.2,3.7,usp000cpqq,None,12,3,2004,1079078129260000000
70527,17.612000000000002,-94.62100000000001,137.2,3.9,usp000cpjc,Mexico,10,3,2004,1078894139000000000
70724,50.8805,178.7403,9.9,3.5,ak00431bq66y,None,6,3,2004,1078570260428000000
70813,51.54600000000001,178.632,41.7,3.2,usp000cp2t,United States,4,3,2004,1078416032430000000
70829,50.575,178.708,14.3,3.5,usp000cp25,None,4,3,2004,1078391021850000000
70850,-34.918,-71.929,34.9,3.9,usp000cp13,Chile,3,3,2004,1078354743100000000
70989,-15.949000000000002,-174.952,242.9,4.1,usp000cnu7,None,1,3,2004,1078157971250000000
71331,-9.067,111.07700000000001,70.7,4.3,usp000cnas,None,26,2,2004,1077763697650000000
71849,-30.654,-177.632,36.4,4.6,usp000cmj4,None,19,2,2004,1077166327880000000
71859,-32.251,-71.741,23.6,3.1,usp000cmhr,Chile,19,2,2004,1077159025900000000
71865,-5.242999999999999,151.434,155.3,4.4,usp000cmhe,Papua New Guinea,19,2,2004,1077152564030000000
72422,-3.741,136.064,10.0,4.6,usp000ckkb,Indonesia,6,2,2004,1076103602880000000
72689,30.079,142.524,10.0,4.8,usp000ck3u,None,31,1,2004,1075561233810000000
72692,29.502,143.175,10.0,4.7,usp000ck3r,None,31,1,2004,1075560666030000000
72698,28.066,104.46,44.1,4.8,usp000ck3e,China,31,1,2004,1075553860100000000
72707,-13.525,-111.396,10.0,5.5,usp000ck2z,None,31,1,2004,1075534379060000000
73114,14.439,-89.986,272.4,3.9,usp000cjdn,Guatemala,21,1,2004,1074717412960000000
73569,19.824,-65.196,49.9,3.8,usp000chnd,None,11,1,2004,1073810645700000000
73577,-36.696,53.352,5.3,6.2,usp000chmx,None,11,1,2004,1073795567790000000
73669,35.6701667,-121.11216670000002,4.32,3.52,nc21332079,United States,9,1,2004,1073606854070000000
74010,30.816999999999997,142.569,29.9,4.7,usp000cgyw,None,3,1,2004,1073134194130000000
74021,36.006,70.847,118.8,4.2,usp000cgye,Afghanistan,3,1,2004,1073122773020000000
74029,38.22,26.54,5.0,3.6,usp000cgy4,Turkey,3,1,2004,1073120412400000000
74033,46.817,153.866,69.6,4.5,usp000cgxz,None,3,1,2004,1073118476220000000
74207,30.471,141.204,40.0,4.1,usp000dccs,None,1,1,2005,1104618016950000000
74702,7.5120000000000005,92.645,48.5,5.0,usp000dbv1,None,27,12,2004,1104141701570000000
75075,8.532,93.88,32.6,5.4,usp000dbga,None,26,12,2004,1104036383440000000
75217,-46.411,95.991,10.0,4.7,usp000dbbc,None,24,12,2004,1103887762390000000
76589,4.034,-82.204,10.0,4.6,usp000d9t7,None,2,12,2004,1101983033020000000
76847,-34.281,179.71599999999998,94.8,4.5,usp000d9gr,None,28,11,2004,1101653302240000000
77643,-30.241999999999997,-178.835,152.9,5.1,usp000d8mt,None,17,11,2004,1100674429730000000
77660,-31.456999999999997,179.614,468.8,4.3,usp000d8m6,None,16,11,2004,1100644595840000000
78108,36.61,26.78,136.0,3.9,usp000d83n,Greece,10,11,2004,1100112793500000000
78114,-0.425,-19.924,10.0,4.5,usp000d83f,None,10,11,2004,1100099656100000000
78252,-6.348,130.114,128.9,4.8,usp000d7yb,Indonesia,8,11,2004,1099921078110000000
78457,-35.361,-104.917,10.0,4.6,usp000d7q9,None,4,11,2004,1099611426690000000
78466,52.428999999999995,-31.445999999999998,10.0,4.7,usp000d7px,None,4,11,2004,1099596621020000000
78502,-24.368000000000002,180.0,476.7,4.3,usp000d7nq,None,4,11,2004,1099539665030000000
78824,35.7845,-120.3331667,8.677999999999999,3.35,nc21415362,United States,29,10,2004,1099020763620000000
79085,-2.235,125.637,45.3,4.9,usp000d6zq,Indonesia,24,10,2004,1098632109760000000
79304,0.799,-28.824,10.0,4.8,usp000d6qx,None,20,10,2004,1098278275530000000
79330,32.324,140.822,10.0,4.4,usp000d6q1,None,20,10,2004,1098241160570000000
79361,18.968,-65.068,25.3,3.7,usp000d6nq,None,19,10,2004,1098179181290000000
79528,-20.304000000000002,-178.207,500.0,4.1,usp000d6f8,None,16,10,2004,1097889850490000000
79535,-8.051,68.084,10.0,5.0,usp000d6ez,None,15,10,2004,1097880025070000000
79767,-58.938,148.622,10.0,4.8,usp000d667,None,11,10,2004,1097464135670000000
79867,46.200166700000004,-122.191,-0.214,3.1,uw10654113,United States,9,10,2004,1097324526550000000
79888,-54.133,-136.696,10.0,4.5,usp000d61r,None,9,10,2004,1097287168870000000
79916,18.641,-68.85300000000001,24.7,4.1,usp000d60p,Dominican Republic,8,10,2004,1097248635090000000
79963,46.396,13.15,2.6,3.8,usp000d5yx,Italy,7,10,2004,1097176868260000000
80161,47.995,148.245,334.0,3.6,usp000d5rp,None,4,10,2004,1096895353740000000
80442,-37.31,177.77,48.0,4.8,usp000d5hk,None,1,10,2004,1096644360500000000
80481,46.196999999999996,-122.1945,-0.738,3.1,uw10618848,United States,1,10,2004,1096619307060000000
80916,34.491,138.08700000000002,257.9,3.9,usp000d504,Japan,24,9,2004,1096062239480000000
81076,31.796,141.548,45.0,4.2,usp000d4u3,None,22,9,2004,1095814908160000000
81084,-60.504,-26.659000000000002,10.0,4.8,usp000d4tu,None,21,9,2004,1095800482440000000
81235,38.0075,-118.67933329999998,4.975,3.91,nc21396555,United States,19,9,2004,1095577084180000000
81520,-25.289,-178.737,387.0,4.0,usp000d48t,None,14,9,2004,1095170654140000000
81523,47.468999999999994,152.22899999999998,149.1,4.3,usp000d48p,Russia,14,9,2004,1095162928690000000
82341,18.407,-65.718,121.6,3.0,usp000d39e,United States,31,8,2004,1093945192040000000
82706,-55.181000000000004,-128.916,10.0,5.4,usp000d2tb,None,24,8,2004,1093378068550000000
82713,-6.979,129.52700000000002,109.6,4.4,usp000d2sy,Indonesia,24,8,2004,1093361429870000000
83993,-50.588,115.28299999999999,10.0,4.1,usp000d17f,None,31,7,2004,1091307913290000000
84147,-33.866,-179.72,85.3,5.2,usp000d11b,None,28,7,2004,1091056404170000000
84618,-6.751,129.645,133.3,4.5,usp000d0e6,Indonesia,18,7,2004,1090157677840000000
85154,-29.497,-71.273,47.1,3.3,usp000czrb,Chile,7,7,2004,1089236860200000000
85163,-7.327999999999999,130.532,10.0,4.9,usp000czr0,Indonesia,7,7,2004,1089221451740000000
85166,-55.163000000000004,-127.556,10.0,4.6,usp000czqt,None,7,7,2004,1089216393130000000
85265,-42.605,-18.351,10.0,3.7,usp000czke,None,5,7,2004,1089009698590000000
85274,36.91,27.72,28.0,3.1,usp000czk1,Turkey,5,7,2004,1088991300000000000
85793,-6.505,129.857,166.6,5.0,usp000cyub,Indonesia,26,6,2004,1088233899000000000
85799,-31.163,-179.197,119.6,4.4,usp000cyu3,None,26,6,2004,1088228675210000000
85814,-10.825999999999999,165.48,74.7,4.4,usp000cyt3,None,25,6,2004,1088204785900000000
85948,-19.524,-69.215,105.4,4.6,usp000cyjx,Chile,23,6,2004,1087985636790000000
86237,40.275,26.213,6.0,3.7,usp000cy3n,Turkey,17,6,2004,1087476586000000000
86246,50.06,88.441,10.0,4.2,usp000cy3a,Russia,17,6,2004,1087464305180000000
86936,36.534,70.493,215.3,3.9,usp000cwyh,Afghanistan,2,6,2004,1086212047000000000
86952,4.775,-32.566,10.0,4.7,usp000cwxv,None,2,6,2004,1086188762860000000
86954,36.41,23.09,22.0,3.3,usp000cwxp,Greece,2,6,2004,1086182851100000000
87208,50.604,179.39700000000002,19.6,3.3,usp000druu,None,29,5,2005,1117401282510000000
87274,16.145,145.03799999999998,10.0,4.9,usp000drsb,None,29,5,2005,1117335820310000000
87285,-6.699,129.612,168.8,3.7,usp000drru,Indonesia,28,5,2005,1117312235490000000
87336,37.191,-13.13,0.0,3.9,usp000drpz,None,27,5,2005,1117233998480000000
87517,55.4175,-154.077,32.9,3.1,ak0056mc5y1w,None,24,5,2005,1116934706920000000
87561,51.043,178.50599999999997,32.3,5.0,usp000drem,None,23,5,2005,1116861035890000000
87581,-35.037,-112.00399999999999,10.0,4.5,usp000drdy,None,23,5,2005,1116827808200000000
87854,29.868000000000002,-42.803999999999995,10.0,5.3,usp000dr3y,None,18,5,2005,1116435824210000000
87874,51.038000000000004,178.76,13.8,3.6,usp000dr38,None,18,5,2005,1116404032750000000
88181,37.251999999999995,-13.386,0.0,4.3,usp000dqru,None,14,5,2005,1116043414300000000
88561,-32.312,-70.602,107.5,3.0,usp000dqbb,Chile,10,5,2005,1115686688700000000
89197,-6.077999999999999,149.61,10.0,4.5,usp000dpmh,Papua New Guinea,30,4,2005,1114893188280000000
89409,36.797,98.181,43.6,4.5,usp000dpcy,China,27,4,2005,1114618041190000000
89852,-49.466,161.444,10.0,4.3,usp000dnwe,None,21,4,2005,1114060760360000000
89862,1.524,-85.351,53.8,4.3,usp000dnw3,None,21,4,2005,1114054435360000000
89877,6.25,124.34299999999999,53.1,4.6,usp000dnvf,Philippines,20,4,2005,1114036983230000000
89891,42.528999999999996,76.414,41.5,3.9,usp000dnux,Kyrgyzstan,20,4,2005,1114019336870000000
89894,-32.284,179.865,328.1,4.1,usp000dnut,None,20,4,2005,1114018839080000000
89899,16.304000000000002,-98.24700000000001,6.7,3.8,usp000dnun,Mexico,20,4,2005,1114017449600000000
90029,4.211,92.64299999999999,29.5,4.1,usp000dnpv,None,18,4,2005,1113840771610000000
90544,34.46,26.59,16.0,3.6,usp000dn3p,None,11,4,2005,1113258751500000000
90674,-1.814,99.67200000000001,30.0,4.5,usp000dmzc,Indonesia,10,4,2005,1113171326490000000
91238,-23.872,179.99900000000002,544.0,4.5,usp000dmcq,None,6,4,2005,1112752756930000000
91368,22.892,143.965,10.0,4.2,usp000dm85,None,4,4,2005,1112635147490000000
91370,45.94,-1.4,10.0,3.7,usp000dm82,France,4,4,2005,1112634699000000000
91890,12.202,125.338,29.6,4.7,usp000dkpt,Philippines,30,3,2005,1112208921300000000
91904,1.064,125.721,86.5,5.3,usp000dkpa,Indonesia,30,3,2005,1112200701880000000
92110,13.175999999999998,57.586999999999996,10.0,4.5,usp000dkfm,None,29,3,2005,1112085548090000000
92392,83.26100000000001,116.476,10.0,4.4,usp000dk69,None,27,3,2005,1111947075540000000
92984,85.258,90.635,10.0,4.1,usp000djfv,None,18,3,2005,1111165372700000000
93184,-8.968,-106.094,10.0,4.8,usp000dj8h,None,15,3,2005,1110875108990000000
93506,3.199,93.456,19.5,5.3,usp000dhw2,None,9,3,2005,1110392861070000000
93673,-6.349,149.265,41.8,4.6,usp000dhpq,None,6,3,2005,1110142529610000000
94254,5.694,92.46799999999999,30.0,4.7,usp000dh0t,None,26,2,2005,1109428431710000000
94264,34.104,141.516,30.3,4.2,usp000dh0e,None,26,2,2005,1109416908300000000
94320,35.303000000000004,-4.0089999999999995,9.6,3.3,usp000dgy8,Morocco,25,2,2005,1109349545970000000
94327,1.855,92.241,31.7,4.4,usp000dgy0,None,25,2,2005,1109343345340000000
94383,8.63,93.76799999999999,30.0,4.8,usp000dgvy,India,24,2,2005,1109257607500000000
94385,1.901,92.179,30.0,4.7,usp000dgvu,None,24,2,2005,1109256232820000000
94807,-10.595,66.197,10.0,4.5,usp000dgck,None,17,2,2005,1108663781440000000
94819,2.734,-84.404,30.0,4.1,usp000dgc6,None,17,2,2005,1108648538610000000
94836,-34.271,-178.051,37.4,5.0,usp000dgbg,None,17,2,2005,1108621222680000000
94854,-60.706,-23.635,30.0,4.2,usp000dgat,None,16,2,2005,1108594878840000000
94954,-8.687999999999999,114.774,37.4,4.3,usp000dg71,Indonesia,15,2,2005,1108476004270000000
95356,-24.73,-176.114,70.6,4.8,usp000dfrz,None,9,2,2005,1107932490450000000
95410,-33.08,-66.6,38.4,4.3,usp000dfpx,Argentina,8,2,2005,1107838072400000000
95498,-52.824,140.22799999999998,10.0,5.6,usp000dfk7,None,6,2,2005,1107653328080000000
95532,38.81,25.6,18.0,3.7,usp000dfhv,Greece,5,2,2005,1107599862200000000
96109,7.872999999999999,94.15,30.0,4.5,usp000dexb,None,28,1,2005,1106912289590000000
96147,9.04,93.445,30.0,4.1,usp000dew5,None,28,1,2005,1106901518720000000
96685,37.791,43.607,11.1,4.6,usp000debn,Turkey,25,1,2005,1106675533230000000
96695,37.561,43.773999999999994,25.2,4.0,usp000deba,Turkey,25,1,2005,1106671275490000000
96738,-27.918000000000003,-174.919,50.0,4.7,usp000de9t,None,25,1,2005,1106636944360000000
97271,54.357,-35.128,10.0,4.1,usp000ddqz,None,18,1,2005,1106092236360000000
97332,4.013,94.551,30.0,4.8,usp000ddnu,None,18,1,2005,1106036864550000000
98631,32.14,141.827,29.4,4.5,usp000e78f,None,30,12,2005,1135982147960000000
99069,39.02,23.32,23.0,3.2,usp000e6rt,Greece,24,12,2005,1135408076200000000
99103,8.102,93.206,30.0,4.1,usp000e6qe,India,23,12,2005,1135367119910000000
99112,18.747,145.845,133.6,4.1,usp000e6q5,United States,23,12,2005,1135359104290000000
99257,15.47,-60.658,36.0,3.0,usp000e6hr,None,21,12,2005,1135145838580000000
99563,-49.646,161.409,10.0,4.7,usp000e674,None,15,12,2005,1134678238150000000
99570,-45.01,167.63,76.0,4.2,usp000e66v,New Zealand,15,12,2005,1134667769500000000
99805,39.035,28.138,13.1,3.5,usp000e5y9,Turkey,11,12,2005,1134262408000000000
99829,-17.584,-178.685,550.8,4.5,usp000e5xc,Fiji,10,12,2005,1134217763580000000
99831,53.076,-166.8,24.2,3.2,usp000e5xa,None,10,12,2005,1134216357260000000
99885,-24.35,-176.89,113.2,4.7,usp000e5v9,None,9,12,2005,1134145865260000000
99903,51.909,178.05200000000002,143.9,3.5,usp000e5uk,United States,9,12,2005,1134124419670000000
100106,-57.351000000000006,-25.747,57.9,4.0,usp000e5m8,None,6,12,2005,1133830124980000000
100381,-60.415,-34.510999999999996,10.0,4.6,usp000e5a1,None,1,12,2005,1133457100000000000
100388,40.54,19.72,29.0,3.3,usp000e59s,Albania,1,12,2005,1133449394200000000
100499,-20.139,66.388,10.0,4.6,usp000e55t,None,29,11,2005,1133289116240000000
100502,38.12,26.35,10.0,3.1,usp000e55h,Turkey,29,11,2005,1133281309700000000
100507,-38.97,174.88,227.0,4.0,usp000e55c,New Zealand,29,11,2005,1133273948800000000
100817,-24.273000000000003,-176.313,35.0,5.6,usp000e4tj,None,24,11,2005,1132829198370000000
101386,56.3036,-156.9904,15.5,4.5,ak005em4qh07,United States,14,11,2005,1131974181356000000
101786,-26.153000000000002,-179.81,463.2,4.3,usp000e3r4,None,8,11,2005,1131427117330000000
102324,21.831,142.91899999999998,292.6,4.1,usp000e33w,None,29,10,2005,1130613468470000000
102378,2.5810000000000004,126.859,28.4,4.6,usp000e31w,Indonesia,29,10,2005,1130547911350000000
102403,38.273,26.563000000000002,8.1,3.5,usp000e30y,Turkey,28,10,2005,1130515409000000000
102404,-20.824,-178.673,550.0,4.6,usp000e30x,Fiji,28,10,2005,1130514167050000000
103084,53.974,-164.373,48.1,4.6,usp000e29n,None,20,10,2005,1129768189000000000
103796,-31.6,-177.88299999999998,46.4,5.0,usp000e1gh,None,10,10,2005,1128935276010000000
103834,34.496,73.108,10.0,4.3,usp000e1f9,Pakistan,9,10,2005,1128899096060000000
103842,36.586999999999996,26.506,36.9,3.8,usp000e1f0,Greece,9,10,2005,1128893106820000000
104485,19.462,145.446,221.4,4.5,usp000e0sd,None,3,10,2005,1128303801130000000
104493,-5.595,151.651,30.5,5.8,usp000e0s2,Papua New Guinea,2,10,2005,1128297584190000000
104600,-5.5520000000000005,151.85299999999998,59.9,4.4,usp000e0mw,Papua New Guinea,1,10,2005,1128147956010000000
105163,28.054000000000002,142.548,32.8,4.9,usp000dzzq,None,23,9,2005,1127439070070000000
106444,45.851000000000006,-27.820999999999998,10.0,4.5,usp000dyge,None,1,9,2005,1125572964520000000
